ID,bg_id,barangay_name,city_name,province_name,region_name,RHU_Presence,Road_Presence,POI_Presence,buildability_landcov,Nearest_RHU,Distance_to_Nearest_RHU_km,drought_value,flood_probability_value,rain intensity_value,children_u,elderly_60,women_repr,womenmean,youthmean,all_popula,youth_children_sum,youth_elderly_sum,youth_phall_sum,youth_women_sum,youth_women_repr_sum,youth_youth_sum
"2725057",bg-39130,Sapa,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0",,"2950371","245.6478745495596","0.542619826","0.641394842","0.750640726","0.893594882352942","0.305773117647059","1.691111627450982","3.36023901960784","1.265551254901963","2.27169695180682",136.720017,46.7832870000001,1034.699175,514.11657,258.740079,193.629342
"2725059",bg-39122,Pawan,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0",,"2950371","244.6340472606165","0.542513326","0.613796792","0.758289003","1.409373387096775","0.601491516129032","2.732640145161294","5.341778290322576","1.820596629032257","2.870119434401447",87.38115,37.292474,653.281368,331.190254,169.423689,112.876991
"2725060",bg-39116,Boki,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0",,"2950371","244.16521437571367","0.544660505","0.621251121","0.770480076","0.362727114503817","0.158006312977099","1.408012908396945","2.521679068702289","1.067474435114504","1.128290179647317",47.517252,20.698827,659.027817,330.339958,184.449691,139.839151
"2726440",bg-39126,Umus Mataha,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0",,"2950371","244.04438926234673","0.535090556","0.4526877","0.754137802","0.761156474820142","0.190611208633094","1.045846237410073","2.206558093525185","0.701342244604317","1.333231266397629",105.80075,26.494958,621.760379000001,306.711575000001,145.372627,97.4865720000001
"2726442",bg-39116,Boki,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0",,"2950371","243.02256769416937","0.544660505","0.621251121","0.770480076","0.342254481818181","0.079923572727273","0.858932136363635","1.632219318181819","0.715990290909089","0.567561595798184",37.647993,8.79159300000001,355.927731999999,179.544125,94.4825349999999,78.7589319999998
"2727820",bg-39117,Duhul Batu,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0",,"2950371","243.07475203819183","0.542619652","0.444599224","0.746378217","0.42186","0.071825","0.618243999999999","1.281036999999998","0.467320000000001","2.02628847360611",47.6701800000001,8.11622499999998,302.973113999999,144.757181,69.8615719999999,52.8071600000001
"2727821",bg-39130,Sapa,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0",,"2950371","242.96204051497384","0.542619826","0.641394842","0.750640726","0.344526838709678","0.080018290322581","0.62777922580645","1.245364225806452","0.497784000000001","0.516234709790467",42.721328,9.92226799999999,321.818872,154.425164,77.8446239999998,61.7252160000001
"2727822",bg-39129,Lubbak Parang,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","1",,"2950371","242.43509650987616","0.542922282","0.621251121","0.751325798","0.123478170940171","0.101060820512821","0.645461803418802","1.130544709401708","0.569377666666668","1.422897745104669",14.446946,11.824116,271.417100000001,132.273731,75.5190309999998,66.6171870000001
"2727823",bg-39121,Mahalo,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0",,"2950371","241.91825268164112","0.543052851","0.603980647","0.751718044","0.320983467289719","0.072627112149533","0.783583233644859","1.500177345794393","0.651142775700933","0.518025046065733",34.345231,7.77110100000001,318.08307,160.518976,83.8434059999999,69.6722769999998
"2727824",bg-39119,Lupa Pula (Pob.),Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0",,"2950371","241.41157390166256","0.54318097","0.741492699","0.751919508","0.334217571428572","0.072589571428572","0.778108571428571","1.471347999999998","0.678959857142854","0.351728682565902",42.1114140000001,9.14628600000002,366.731639999999,185.389848,98.0416799999999,85.5489419999996
"2727825",bg-39119,Lupa Pula (Pob.),Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0",,"2950371","241.0553614164084","0.54318097","0.741492699","0.751919508","0.080854","0.054631","0.29428","0.490953","0.210512","0.187291940216158",1.859642,1.256513,22.382795,11.291919,6.76844,4.841776
"2729202",bg-39117,Duhul Batu,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0",,"2950371","242.1990437342181","0.542619652","0.444599224","0.746378217","0.42186","0.071825","0.618244","1.281036999999999","0.467320000000001","2.131957530975342",21.093,3.59125,134.0589,64.05185,30.9122,23.366
"2729204",bg-39120,Guppah,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0",,"2950371","241.34498828676928","0.542869151","0.544457343","0.746729851","0.136626808988764","0.100259168539326","0.646222258426965","1.139807696629213","0.568050471910113","0.656628143723293",12.159786,8.923066,208.427845,101.442885,57.5137809999999,50.5564920000001
"2729205",bg-39120,Guppah,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0",,"2950371","240.8201517720396","0.542869151","0.544457343","0.746729851","0.255485535353535","0.068980080808081","0.678081747474748","1.295242555555556","0.531235454545454","0.492112920545846",25.293068,6.82902800000001,254.575193,128.229013,67.130093,52.5923099999999
"2729207",bg-39121,Mahalo,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","1",,"2950371","239.78599055896476","0.543052851","0.603980647","0.751718044","0.080854","0.054631","0.29428","0.490953","0.210512000000001","0.39310945280259",25.8732799999999,17.4819200000001,311.412799999999,157.10496,94.1696000000001,67.3638400000002
"2730584",bg-39117,Duhul Batu,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0",,"2950371","240.8926863147227","0.542619652","0.444599224","0.746378217","0.42186","0.071825","0.618243999999999","1.281036999999999","0.467320000000001","0.937893846205303",35.8581,6.10512499999999,227.90013,108.888145,52.5507399999999,39.7222000000001
"2730585",bg-39120,Guppah,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0",,"2950371","240.2612387972104","0.542869151","0.544457343","0.746729851","0.181518741116752","0.097288664974619","0.647878223350252","1.170170725888328","0.56199809137056","0.631171315479622",35.7591920000001,19.165867,475.621516000001,230.523633000001,127.63201,110.713624
"2730586",bg-39129,Lubbak Parang,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0",,"2950371","239.8669387372188","0.542922282","0.621251121","0.751325798","0.140796133333333","0.0671688","0.514229666666667","0.965205933333333","0.3537366","0.658969553566612",8.44776800000001,4.030128,116.007344,57.912356,30.85378,21.224196
"2730588",bg-39119,Lupa Pula (Pob.),Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0",,"2950371","239.11209571386885","0.54318097","0.741492699","0.751919508","0.098017338709678","0.055847548387097","0.327055483870968","0.55736685483871","0.242245564516129","1.908758709681969",6.07707500000001,3.462548,68.473325,34.556745,20.27744,15.019225
"2730589",bg-39119,Lupa Pula (Pob.),Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","1",,"2950371","238.22568850071528","0.54318097","0.741492699","0.751919508","0.080854","0.054631","0.29428","0.490953000000001","0.210512000000001","1.691848493986211",15.2005520000001,10.270628,182.955019999999,92.2991640000001,55.3246400000001,39.5762560000001
"2797076",bg-39146,South Larap (Larap),Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0",,"2899307","121.940049682074","0.581308801","0.725135028","0.740190506","1.575239","0.464072","2.940479","5.877742","2.510473000000001",,9.451434,2.784432,70.814748,35.266452,17.642874,15.062838
"2823333",bg-39146,South Larap (Larap),Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","97.62279899335103","0.581308801","0.725135028","0.740190506","1.34594","0.460453","3.506529","6.637611","1.806394000000001","0.915541656906643",18.84316,6.446342,189.026698,92.926554,49.091406,25.289516
"2823336",bg-39148,Tongmageng,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","100.46572671967562","0.557588428","0.736762955","0.740515804","1.312775","0.26951","3.199345000000001","5.729262","2.695101000000001","0.857193293394866",9.189425,1.88657,82.278812,40.104834,22.395415,18.865707
"2823338",bg-39151,Imam Sapie,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","103.43572522307258","0.546315533","0.004487573","0.740695477","0.717615","0.180886","2.60951","4.062531999999999","2.461241999999999","12.786761331558228",10.04661,2.532404,128.779308,56.875448,36.53314,34.457388
"2823339",bg-39147,Sitangkai Poblacion,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0",,"2899307","103.98471422173812","0.546177445","0.749679962","0.740914583","0.717615","0.180886","2.60951","4.062531999999999","2.461241999999999","8.458830600435084",7.893765,1.989746,101.183742,44.687852,28.70461,27.073662
"2824707",bg-39154,Sipangkot,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","89.13462895203804","0.559837217","0.627189341","0.762655735","2.687959","0.136618","3.500836","7.302232000000002","2.872394","6.790544496474042",16.127754,0.819708,86.663634,43.813392,21.005016,17.234364
"2824713",bg-39152,North Larap,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","95.57852751741795","0.591232317","0.732213082","0.740030924","1.394642","0.3905","3.75358","6.024854","2.008285","2.372285786129179",18.130346,5.0765,172.082898,78.323102,48.79654,26.107705
"2824714",bg-39146,South Larap (Larap),Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","96.27143315937327","0.581308801","0.725135028","0.740190506","1.394642","0.3905","3.75358","6.024854","2.008285","0.716709342244126",9.762494,2.7335,92.660022,42.173978,26.27506,14.057995
"2824717",bg-39149,Tongusong,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","99.34008546502557","0.576255882","0.736168581","0.743593534",,,,,,"0.363637784904337",0,0,0,0,0,0
"2824718",bg-39153,Panglima Alari,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","100.4370456916422","0.553122292","0.7369642","0.74048537",,,,,,"2.959902385491451",0,0,0,0,0,0
"2824719",bg-39153,Panglima Alari,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","1","0","0.0","2899307","102.17511058032778","0.553122292","0.7369642","0.74048537","460.949147","52.789197","651.066763","1349.567296","568.440193","5.359615911891806",460.949146960826,52.7891969955137,2768.7551277647,1349.56729588531,651.066762944669,568.440192951691
"2826090",bg-39154,Sipangkot,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","89.06006353250265","0.559837217","0.627189341","0.762655735","2.687959000000004","0.136618","3.500835999999998","7.302232000000004","2.872393999999995","3.332835318612271",188.15713,9.56326000000001,1011.07573,511.15624,245.05852,201.06758
"2826096",bg-39152,North Larap,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","94.78461044728003","0.591232317","0.732213082","0.740030924","1.34594","0.460453","3.506529","6.637611","1.806394","0.767427926604082",1.11201244456183,0.380425179529421,11.1552436284801,5.48397850881949,2.89708596610321,1.49243845028889
"2830234",bg-39256,Imam Hadji Mohammad,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","84.08159364205576","0.561634198","0.732987487","0.738394737","1.51067","0.156462","1.926105","4.089599999999999","1.116817","0.927274216878464",19.63871,2.034006,103.664353,53.1648,25.039365,14.518621
"2830235",bg-39255,Hadji Taha,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","1","0.0","2899307","84.80365043083737","0.564963071","0.729348343","0.738417149","1.30439916470588","0.105411329411765","1.501881464705884","3.251230217647063","0.972233211764702","3.338807911732617",221.747858,17.9199260000001,1109.90796,552.709137000001,255.319849,165.279645999999
"2830236",bg-39252,Datu Amilhamja Jaafar,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","1","0.0","2899307","85.4822467832694","0.577623725","0.729006573","0.738204122","0.470203383177571","0.096308775700935","0.997497897196256","1.943250205607473","0.680946962616819","4.870476529679516",150.935286,30.9151170000001,1227.238311,623.783315999999,320.196824999998,218.583974999999
"2830237",bg-39258,Nunukan,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","86.20750933448066","0.589425894","0.711886088","0.738413352","5.6842341","1.3915579","12.550445","23.6725566","8.8458115","3.382016414403915",56.842341,13.915579,469.095249,236.725566,125.50445,88.458115
"2830249",bg-39257,Ligayan,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","99.82895279249773","0.565411612","0.735421505","0.739490747",,,,,,"0.87766183670177",0,0,0,0,0,0
"2831616",bg-39261,Talisay,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","82.53531474183956","0.561253852","0.722514866","0.746191788",,,,,,"0.308876789945493",0,0,0,0,0,0
"2831617",bg-39261,Talisay,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","83.42097124143267","0.561253852","0.722514866","0.746191788",,,,,,"0.972889067772042",0,0,0,0,0,0
"2831618",bg-39253,Hadji Imam Bidin,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","84.32960582101232","0.583393566","0.725774384","0.738066673","0.174981","0.083116","0.748044","1.377976","0.557752","1.003171682679396",0.174980999992997,0.0831159999966736,2.63783999989443,1.37797599994485,0.748043999970063,0.557751999977678
"2831619",bg-39251,Ambulong Sapal,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","85.254514449801","0.577708944","0.722227754","0.738413352","1.700143904761904","0.560114547619048","3.49164014285714","6.668363976190474","2.454065380952382","2.640489422486744",71.406044,23.524811,558.938296,280.071287,146.648886,103.070746
"2831620",bg-39258,Nunukan,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","86.10451944641876","0.589425894","0.711886088","0.738413352","6.312444","2.170795","14.338673","25.592532","12.253567","0.365665042374888",6.31244399946354,2.17079499981552,53.3844209954631,25.592531997825,14.3386729987814,12.2535669989586
"2831621",bg-39258,Nunukan,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","86.98253650507213","0.589425894","0.711886088","0.738413352","6.312444","2.170795","14.338673","25.592532","12.253567","0.264379465982081",25.249776,8.68318,213.537684,102.370128,57.354692,49.014268
"2831622",bg-39258,Nunukan,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","87.92335565800089","0.589425894","0.711886088","0.738413352",,,,,,"0.243662113816507",0,0,0,0,0,0
"2831626",bg-39259,Sheik Makdum,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","92.2385713027932","0.570867225","0.744402473","0.738628745","0.470858","0.242786","1.400313","2.920793","1.115836","0.926849350404511",0.941716,0.485572,11.408504,5.841586,2.800626,2.231672
"2831631",bg-39257,Ligayan,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","97.93450035775773","0.565411612","0.735421505","0.739490747","1.858571","0.318134","4.018532000000002","7.618466","3.248313","1.082306358027341",7.434284,1.272536,62.722584,30.473864,16.074128,12.993252
"2832998",bg-39255,Hadji Taha,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","82.06239381465748","0.564963071","0.729348343","0.738417149",,,,,,"0.844343811996055",0,0,0,0,0,0
"2833000",bg-39258,Nunukan,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","83.61690239254358","0.589425894","0.711886088","0.738413352",,,,,,"0.812137576287443",0,0,0,0,0,0
"2833001",bg-39253,Hadji Imam Bidin,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","84.5717254069605","0.583393566","0.725774384","0.738066673",,,,,,"0.521055465624651",0,0,0,0,0,0
"2833006",bg-39265,Tongsibalo,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","89.64923147597722","0.588181157","0.740538637","0.73847035",,,,,,"0.248810019572719",0,0,0,0,0,0
"2833008",bg-39262,Tandu Banak,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","91.80922651495597","0.567926068","0.741074526","0.73867166","0.470858","0.242786","1.400313","2.920793","1.115836","0.49083991246901",0.941716,0.485572,11.408504,5.841586,2.800626,2.231672
"2833010",bg-39264,Tongehat,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","94.03586924604305","0.560794268","0.730779596","0.739090375",,,,,,"0.682668602295059",0,0,0,0,0,0
"2833011",bg-39264,Tongehat,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","95.26668244295725","0.560794268","0.730779596","0.739090375","3.751465666666666","1.251987666666666","8.950175555555553","16.57433922222223","6.249016888888888","1.558075197377996",33.763191,11.267889,312.178373,149.169053,80.55158,56.241152
"2833012",bg-39266,Ungus-ungus,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","96.53402954694579","0.56648071","0.738681289","0.739288807","4.831974676470588","0.905493470588235","8.87589923529412","17.799064588235304","6.224466235294116","5.03801357034427",164.287139,30.786778,1236.199092,605.168196,301.780574,211.631852
"2834383",bg-39253,Hadji Imam Bidin,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","83.16284850267543","0.583393566","0.725774384","0.738066673",,,,,,"0.931157182244694",0,0,0,0,0,0
"2834384",bg-39253,Hadji Imam Bidin,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","1","0.0","2899307","84.00543630930858","0.583393566","0.725774384","0.738066673","6.312444","2.170795","14.338673","25.592531999999995","12.253567","0.221390082154064",18.937332,6.512385,160.153263,76.777596,43.016019,36.760701
"2834385",bg-39253,Hadji Imam Bidin,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","84.92146839994184","0.583393566","0.725774384","0.738066673","6.312444","2.170795","14.338673","25.592531999999995","12.253567","0.133385609194036",18.937332,6.512385,160.153263,76.777596,43.016019,36.760701
"2834389",bg-39265,Tongsibalo,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","89.10144225659587","0.588181157","0.740538637","0.73847035",,,,,,"0.348032835254566",0,0,0,0,0,0
"2834390",bg-39262,Tandu Banak,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","1","0.0","2899307","90.20519654552305","0.567926068","0.741074526","0.73867166","0.793612781250002","0.2277700625","1.89349263541667","3.839822406250003","1.530173552083334","2.158582970938262",76.1868270000002,21.865926,744.113887,368.622951,181.775293,146.896661
"2834391",bg-39263,Taungoh,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","1","0.0","2899307","91.40976687350103","0.563480226","0.748747487","0.73886764","0.559096223214287","0.217177473214285","1.982845392857144","3.826454080357141","1.641323482142857","1.622583044516413",62.6187770000001,24.323877,845.350379000002,428.562857,222.078684,183.82823
"2834392",bg-39263,Taungoh,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","1","0.0","2899307","92.66288731548104","0.563480226","0.748747487","0.73886764","0.711899","0.172831","2.991620999999998","5.394793999999998","2.551314000000001","1.172620017541928",29.899758,7.25890200000001,451.088694,226.581348,125.648082,107.155188
"2834393",bg-39264,Tongehat,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","93.89676187898067","0.560794268","0.730779596","0.739090375","5.081660333333334","1.514197666666667","13.346583666666668","23.74570155555556","9.556518","3.998463307108198",45.734943,13.627779,451.315615,213.711314,120.119253,86.008662
"2835766",bg-39253,Hadji Imam Bidin,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","83.98217855917379","0.583393566","0.725774384","0.738066673","6.312444","2.170795","14.338673","25.592532","12.253567","0.621663331985474",25.249776,8.68318,213.537684,102.370128,57.354692,49.014268
"2835767",bg-39253,Hadji Imam Bidin,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","84.85290953805696","0.583393566","0.725774384","0.738066673",,,,,,"0.369213065453644",0,0,0,0,0,0
"2835768",bg-39253,Hadji Imam Bidin,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","85.6936185579202","0.583393566","0.725774384","0.738066673",,,,,,"0.273358487666158",0,0,0,0,0,0
"2835769",bg-39258,Nunukan,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","86.6553340535478","0.589425894","0.711886088","0.738413352",,,,,,"0.333216674487043",0,0,0,0,0,0
"2835770",bg-39253,Hadji Imam Bidin,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","87.71244641787735","0.583393566","0.725774384","0.738066673",,,,,,"0.553921561913202",0,0,0,0,0,0
"2835771",bg-39265,Tongsibalo,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0","0.0","2899307","88.84216377914174","0.588181157","0.740538637","0.73847035","3.789953194444444","0.769245166666667","6.920041833333332","14.280343694444424","5.541301777777774","2.871817037463188",136.438315,27.692826,1051.090162,514.092372999999,249.121506,199.486864
"2835772",bg-39259,Sheik Makdum,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),"0","0","0",,"2899307","90.28112750210192","0.570867225","0.744402473","0.738628745","0.470858","0.242786","1.400313","2.920793000000002","1.115836","6.036515712738038",10.829734,5.584078,131.197796,67.178239,32.207199,25.664228
