ID,barangay_name,city_name,province_name,children,elderly,women,youth,women_rep,ph_all,flood_probability_value,rain intensity_value,drought_value,buildability_landcov,RHU_Presence,Road_Presence,POI_Presence,Nearest_RHU,Distance_to_Nearest_RHU_km,youth_children_sum,youth_elderly_sum,youth_phall_sum,youth_women_sum,youth_women_reprsum,youth_youth_sum
"2566063",Catagupan,Balabac,Palawan,"4.966476","1.299368999999999","13.152498","4.850976000000002","6.063719999999996","0.325820494762489","0.502208183","0.925575843","0.917858161","0.0","0","0","1","2566063","1.76559626190646e-13",218.524944,57.172236,1241.272428,578.709912,266.80368,213.442944
"2566064",Catagupan,Balabac,Palawan,,,,,,"0.726386675085777","0.502208183","0.925575843","0.917858161","0.0","0","0","0","2566064","0.0154738168616981",0,0,0,0,0,0
"2566065",Catagupan,Balabac,Palawan,"5.248662","0.761903","14.941755","5.164006","6.814795","0.361934140991809","0.502208183","0.925575843","0.917858161","0.0","0","0","0","2566065","0.0142839235387523",10.497324,1.523806,60.1903,29.88351,13.62959,10.328012
"2566066",Agutayan,Balabac,Palawan,"5.248662","0.761903","14.941755","5.164006","6.814795000000002","0.141873376630247","0.488369281","0.933480399","0.894437341","0.0","0","0","0","2566066","0.0",26.24331,3.809515,150.47575,74.708775,34.073975,25.82003
"2566067",Agutayan,Balabac,Palawan,"5.248662","0.761903","14.941755","5.164006","6.814795000000002","0.128630119235181","0.488369281","0.933480399","0.894437341","0.0","0","0","1","2566067","0.0",31.491972,4.571418,180.5709,89.65053,40.88877,30.984036
"2566068",Agutayan,Balabac,Palawan,"3.4325545","0.767493","10.1590995","3.8294785","4.7427235","0.179068092095981","0.488369281","0.933480399","0.894437341","0.0","0","0","0","2566068","3.5346443249114697e-13",13.730218,3.069972,82.11776,40.636398,18.970894,15.317914
"2566069",Rabor,Balabac,Palawan,"1.616447","0.773083","5.376444","2.494951","2.670652","0.51531663635927","0.480262569","0.933982849","0.845035207","0.0","0","0","0","2566069","0.0630361179595597",1.61644699993531,0.773082999969061,10.9637299995612,5.37644399978483,2.67065199989312,2.49495099990015
"2566070",Rabor,Balabac,Palawan,"1.616447","0.773083","5.376444","2.494951","2.670652","0.860782381244328","0.480262569","0.933982849","0.845035207","0.0","0","0","0","2566070","0.0865149071820425",3.232894,1.546166,21.92746,10.752888,5.341304,4.989902
"2566071",Rabor,Balabac,Palawan,,,,,,"2.810667448573642","0.480262569","0.933982849","0.845035207",,"0","0","0","2566071","0.217286001579707",0,0,0,0,0,0
"2567437",Ramos,Balabac,Palawan,"11.315131","3.057194","34.718477","14.723726999999998","16.621295","1.390550376319174","0.51701949","0.910136359","0.776415239","0.0","0","0","0","2567437","0.0713182321428441",1.1677592701735,0.315512620597925,7.11897976265516,3.58306265858129,1.71537309807006,1.5195377495633
"2567438",Ramos,Balabac,Palawan,,,,,,"2.054353833198547","0.51701949","0.910136359","0.776415239","0.0","0","0","0","2567438","0.0129108938205186",0,0,0,0,0,0
"2567441",Salang,Balabac,Palawan,"4.966476","1.299369","13.152498","4.850976","6.06372","2.009449970509325","0.499181278","0.922168422","0.792529756","0.0","0","0","0","2567441","0.289665668714881",19.865904,5.197476,112.842948,52.609992,24.25488,19.403904
"2567442",Catagupan,Balabac,Palawan,"4.966476","1.299369","13.152498","4.850976","6.06372","0.346819904596148","0.502208183","0.925575843","0.917858161","0.0","0","0","0","2567442","0.0",14.899428,3.898107,84.632211,39.457494,18.19116,14.552928
"2567443",Catagupan,Balabac,Palawan,,,,,,"0.266399213321693","0.502208183","0.925575843","0.917858161","0.0","0","0","0","2567443","0.0",0,0,0,0,0,0
"2567444",Catagupan,Balabac,Palawan,"4.966476","1.299369","13.152498","4.850976000000002","6.063720000000002","0.296980581331602","0.502208183","0.925575843","0.917858161","0.0","0","0","0","2567444","0.0",119.195424,31.184856,677.057688,315.659952,145.52928,116.423424
"2567445",Catagupan,Balabac,Palawan,"4.966476","1.299369","13.152498","4.850976","6.06372","0.249400150523904","0.502208183","0.925575843","0.917858161","0.0","0","0","0","2567445","0.0",4.966476,1.299369,28.210737,13.152498,6.06372,4.850976
"2567446",Catagupan,Balabac,Palawan,"5.17170218181818","0.908484636363637","14.4537758181818","5.078634181818182","6.609956363636366","0.158539135301752","0.502208183","0.925575843","0.917858161","0.0","0","0","1","2567446","1.76387036135719e-13",56.888724,9.993331,325.393411,158.991534,72.70952,55.864976
"2567447",Catagupan,Balabac,Palawan,"5.248662","0.761903","14.941755","5.164006","6.814795","0.110832191360511","0.502208183","0.925575843","0.917858161","0.0","0","0","1","2567447","0.0",4.2745213093451,0.620495396570395,24.5095530980919,12.1685965197442,5.5499832998045,4.20557728590371
"2567448",Agutayan,Balabac,Palawan,,,,,,"0.086983384577919","0.488369281","0.933480399","0.894437341","0.0","0","0","0","2567448","0.0",0,0,0,0,0,0
"2567449",Agutayan,Balabac,Palawan,,,,,,"0.096748545739268","0.488369281","0.933480399","0.894437341","0.0","0","0","0","2567449","0.0",0,0,0,0,0,0
"2567450",Rabor,Balabac,Palawan,,,,,,"0.130807688124746","0.480262569","0.933982849","0.845035207","0.0","0","0","0","2567450","0.0",0,0,0,0,0,0
"2567451",Rabor,Balabac,Palawan,"1.616447","0.773083","5.376444","2.494951","2.670652","0.159312019178617","0.480262569","0.933982849","0.845035207","0.0","0","0","0","2567451","1.76559626190646e-13",59.808539,28.604071,405.65801,198.928428,98.814124,92.313187
"2567452",Rabor,Balabac,Palawan,"1.24884315384615","0.245492615384616","3.55104496153846","1.347359653846155","1.764058730769231","0.3466997263687","0.480262569","0.933982849","0.845035207","0.0","0","0","1","2567452","0.0133401647515338",64.939844,12.765616,403.38871,184.654338,91.731054,70.0627020000001
"2567453",Rabor,Balabac,Palawan,,,,,,"0.727126886540989","0.480262569","0.933982849","0.845035207","0.0","0","0","0","2567453","0.0653569005346546",0,0,0,0,0,0
"2567454",Melville,Balabac,Palawan,,,,,,"2.737892251748305","0.472949508","0.936346632","0.76028611",,"0","0","0","2568837","1.05919620571638",0,0,0,0,0,0
"2568818",Ramos,Balabac,Palawan,,,,,,"1.066531160142687","0.51701949","0.910136359","0.776415239","0.0","0","0","0","2568818","0.0442053197757488",0,0,0,0,0,0
"2568819",Ramos,Balabac,Palawan,,,,,,"0.468062841762667","0.51701949","0.910136359","0.776415239","0.0","0","0","0","2568819","0.0457294420327848",0,0,0,0,0,0
"2568820",Ramos,Balabac,Palawan,"11.315131","3.057194","34.718477","14.723727","16.621295","1.02218376994133","0.51701949","0.910136359","0.776415239","0.0","0","0","0","2568820","0.340734237671981",22.630262,6.114388,137.960264,69.436954,33.24259,29.447454
"2568821",Salang,Balabac,Palawan,,,,,,"2.421677024133744","0.499181278","0.922168422","0.792529756","0.0","0","0","0","2568821","0.0986146784928732",0,0,0,0,0,0
"2568822",Salang,Balabac,Palawan,,,,,,"1.96730313450098","0.499181278","0.922168422","0.792529756","0.0","0","0","0","2568822","0.0824266142882251",0,0,0,0,0,0
"2568823",Salang,Balabac,Palawan,,,,,,"0.892685785312061","0.499181278","0.922168422","0.792529756","0.0","0","0","0","2568823","0.185026057646192",0,0,0,0,0,0
"2568824",Salang,Balabac,Palawan,"4.966476","1.299369","13.152498","4.850976000000002","6.063720000000002","0.301857563767502","0.499181278","0.922168422","0.792529756","0.0","0","0","0","2568824","0.0042749851550477",79.463616,20.789904,451.371792,210.439968,97.01952,77.615616
"2568825",Catagupan,Balabac,Palawan,,,,,,"0.29940881028021","0.502208183","0.925575843","0.917858161","0.0","0","0","0","2568825","1.76387036135719e-13",0,0,0,0,0,0
"2568826",Catagupan,Balabac,Palawan,"4.966476","1.299369","13.152498","4.850976","6.06372","0.286545449006024","0.502208183","0.925575843","0.917858161","0.0","0","0","0","2568826","0.0",4.966476,1.299369,28.210737,13.152498,6.06372,4.850976
"2568827",Catagupan,Balabac,Palawan,"4.966476","1.299369","13.152498","4.850976","6.06372","0.236322756697025","0.502208183","0.925575843","0.917858161","0.0","0","0","0","2568827","1.76387036135719e-13",34.765332,9.095583,197.475159,92.067486,42.44604,33.956832
"2568828",Catagupan,Balabac,Palawan,"4.966476","1.299369","13.152498","4.850976","6.06372","0.20583394317211","0.502208183","0.925575843","0.917858161","0.0","0","0","0","2568828","0.0",9.932952,2.598738,56.421474,26.304996,12.12744,9.701952
"2568829",Catagupan,Balabac,Palawan,,,,,,"0.096503739975554","0.502208183","0.925575843","0.917858161","0.0","0","0","0","2568829","0.0",0,0,0,0,0,0
"2568830",Agutayan,Balabac,Palawan,,,,,,"0.088550521459963","0.488369281","0.933480399","0.894437341","0.0","0","0","0","2568830","0.0",0,0,0,0,0,0
"2568831",Rabor,Balabac,Palawan,,,,,,"0.07885641997364","0.480262569","0.933982849","0.845035207","0.0","0","0","0","2568831","0.0",0,0,0,0,0,0
"2568832",Rabor,Balabac,Palawan,,,,,,"0.096419182049928","0.480262569","0.933982849","0.845035207","0.0","0","0","0","2568832","0.0",0,0,0,0,0,0
"2568833",Rabor,Balabac,Palawan,"1.616447","0.773083","5.376444","2.494951","2.670652","0.147121191218662","0.480262569","0.933982849","0.845035207","0.0","0","0","0","2568833","0.0",8.082235,3.865415,54.81865,26.88222,13.35326,12.474755
"2568834",Pasig,Balabac,Palawan,"1.616447","0.773083","5.376444","2.494951","2.670652","0.155226236496348","0.488206637","0.932954894","0.81292982","0.0","0","0","0","2568834","1.76387036135719e-13",6.465788,3.092332,43.85492,21.505776,10.682608,9.979804
"2568835",Rabor,Balabac,Palawan,"1.234139","0.224389","3.478029","1.301456000000001","1.727795","0.206954438426941","0.480262569","0.933982849","0.845035207","0.0","0","0","0","2568835","0.0",32.087614,5.834114,198.35985,90.428754,44.92267,33.837856
"2568836",Melville,Balabac,Palawan,"1.234139","0.224389","3.478029","1.301456","1.727795","0.968654400884768","0.472949508","0.936346632","0.76028611","0.0","0","0","0","2568836","0.0966904888330041",0.0811709651220782,0.0147583632741352,0.501784285549267,0.228754597863431,0.113639377479442,0.0855984938357181
"2568837",Melville,Balabac,Palawan,"3.929519","0.81865","11.256435","4.072783000000001","5.096095000000002","0.702059694929012","0.472949508","0.936346632","0.76028611","0.0","0","0","1","2568837","0.0421881926288377",78.59038,16.373,462.12784,225.1287,101.9219,81.45566
"2568838",Melville,Balabac,Palawan,"3.929519","0.81865","11.256435","4.072783000000001","5.096095","0.93202432387405","0.472949508","0.936346632","0.76028611","0.0","0","0","1","2568838","0.0420011162481833",58.942785,12.27975,346.59588,168.846525,76.441425,61.091745
"2570195",Ramos,Balabac,Palawan,,,,,,"2.091205626726151","0.51701949","0.910136359","0.776415239",,"0","0","0","2570195","0.0364231123870473",0,0,0,0,0,0
"2570199",Ramos,Balabac,Palawan,,,,,,"1.377086812364203","0.51701949","0.910136359","0.776415239","0.0","0","0","0","2570199","0.139722254247216",0,0,0,0,0,0
"2570200",Ramos,Balabac,Palawan,"11.315131","3.057194","34.718477","14.723727","16.621295","0.299271226793096","0.51701949","0.910136359","0.776415239","0.0","0","0","0","2570200","0.0073396084467745",11.315131,3.057194,68.980132,34.718477,16.621295,14.723727
"2570201",Ramos,Balabac,Palawan,"11.315131","3.057194","34.718477","14.723727","16.621295","0.687709337648223","0.51701949","0.910136359","0.776415239","0.0","0","0","0","2570201","0.134554694691058",2.37289415061382,0.641123621095651,14.4658114635499,7.2808057627897,3.4856488785792,3.08771022390591
"2570202",Ramos,Balabac,Palawan,"11.315131","3.057194","34.718477","14.723727","16.621295","0.992473130456863","0.51701949","0.910136359","0.776415239","0.0","0","0","0","2570202","0.152962313982099",0.655012264407387,0.176975376128891,3.99313383649208,2.00978921380104,0.962176405676008,0.852329660415437
"2570203",Salang,Balabac,Palawan,,,,,,"0.653987809228219","0.499181278","0.922168422","0.792529756","0.0","0","0","0","2570203","0.0584277072430174",0,0,0,0,0,0
"2570204",Salang,Balabac,Palawan,,,,,,"0.413187994419848","0.499181278","0.922168422","0.792529756","0.0","0","0","0","2570204","0.0370680203333695",0,0,0,0,0,0
"2570205",Salang,Balabac,Palawan,,,,,,"0.230452270682553","0.499181278","0.922168422","0.792529756","0.0","0","0","0","2570205","1.76559626190646e-13",0,0,0,0,0,0
"2570206",Salang,Balabac,Palawan,,,,,,"0.207501724745859","0.499181278","0.922168422","0.792529756","0.0","0","0","0","2570206","1.76387036135719e-13",0,0,0,0,0,0
"2570207",Catagupan,Balabac,Palawan,"7.619393","2.7902","27.472743","10.087648","13.629056","0.343969063266464","0.502208183","0.925575843","0.917858161","0.0","0","0","0","2570207","0.0",7.61939299935247,2.79019999976288,54.8381699953396,27.4727429976652,13.6290559988417,10.0876479991427
"2570208",Catagupan,Balabac,Palawan,"5.298090625","1.485722875","14.942528625","5.505560000000002","7.009387000000002","0.566254168427248","0.502208183","0.925575843","0.917858161","0.0","0","0","0","2570208","0.0",42.384725,11.885783,252.313329,119.540229,56.075096,44.04448
"2570209",Poblacion VI,Balabac,Palawan,,,,,,"0.770530930579566","0.498527408","0.92935431","0.837592599","0.0","0","0","0","2570209","0.0",0,0,0,0,0,0
"2570210",Malaking Ilog,Balabac,Palawan,"5.248662","0.761903","14.941755","5.164006","6.814795","0.169345924550934","0.486446215","0.93525049","0.800725948","0.0","0","0","0","2570210","1.76387036135719e-13",10.497324,1.523806,60.1903,29.88351,13.62959,10.328012
"2570211",Malaking Ilog,Balabac,Palawan,,,,,,"0.097544347398358","0.486446215","0.93525049","0.800725948","0.0","0","0","0","2570211","0.0",0,0,0,0,0,0
"2570212",Malaking Ilog,Balabac,Palawan,,,,,,"0.082008222399427","0.486446215","0.93525049","0.800725948","0.0","0","0","0","2570212","0.0",0,0,0,0,0,0
"2570213",Indalawan,Balabac,Palawan,,,,,,"0.09036890681887","0.472452326","0.938216441","0.794071427","0.0","0","0","0","2570213","0.0",0,0,0,0,0,0
"2570214",Indalawan,Balabac,Palawan,,,,,,"0.11215393971104","0.472452326","0.938216441","0.794071427","0.0","0","0","0","2570214","0.0",0,0,0,0,0,0
"2570215",Rabor,Balabac,Palawan,,,,,,"0.114032794072525","0.480262569","0.933982849","0.845035207","0.0","0","0","0","2570215","1.76387036135719e-13",0,0,0,0,0,0
"2570216",Pasig,Balabac,Palawan,"1.234139","0.224389","3.478029","1.301456","1.727795","0.156629324920716","0.488206637","0.932954894","0.81292982","0.0","0","0","0","2570216","0.0",1.234139,0.224389,7.629225,3.478029,1.727795,1.301456
"2570217",Pasig,Balabac,Palawan,"1.234139","0.224389","3.478029","1.301456","1.727795","0.139073296157377","0.488206637","0.932954894","0.81292982","0.0","0","0","0","2570217","1.76387036135719e-13",7.404834,1.346334,45.77535,20.868174,10.36677,7.808736
"2570218",Melville,Balabac,Palawan,"3.929519","0.81865","11.256435","4.072783000000001","5.096095","0.250084512656735","0.472949508","0.936346632","0.76028611","0.0","0","0","0","2570218","0.0",31.436152,6.5492,184.851136,90.05148,40.76876,32.582264
"2570219",Melville,Balabac,Palawan,"3.929519","0.81865","11.256435","4.072783000000001","5.096095","0.444740550937476","0.472949508","0.936346632","0.76028611","0.0","0","0","0","2570219","0.0858132503866077",19.647595,4.09325,115.53196,56.282175,25.480475,20.363915
"2570220",Melville,Balabac,Palawan,"3.929519","0.81865","11.256435","4.072783000000001","5.096095","0.787604651436573","0.472949508","0.936346632","0.76028611","0.0","0","0","0","2570220","0.0346576227011048",19.647595,4.09325,115.53196,56.282175,25.480475,20.363915
"2571578",Ramos,Balabac,Palawan,"11.315131","3.057194","34.718477","14.723727","16.621295","2.233422642946243","0.51701949","0.910136359","0.776415239","0.0","0","0","0","2571578","0.0564104300546645",0.108266583066076,0.029252153435087,0.660022689183792,0.332196849868389,0.159037559157137,0.140881056727291
"2571581",Ramos,Balabac,Palawan,"11.315131","3.057194","34.718477","14.723727","16.621295","0.9519249546859","0.51701949","0.910136359","0.776415239","0.0","0","0","0","2571581","0.10560241954068",56.575655,15.28597,344.90066,173.592385,83.106475,73.618635
"2571582",Ramos,Balabac,Palawan,"11.315131","3.057194","34.718477","14.723726999999998","16.621295","0.225988058954157","0.51701949","0.910136359","0.776415239","0.0","0","0","1","2571582","0.0",124.466441,33.629134,758.781452,381.903247,182.834245,161.960997
"2571583",Ramos,Balabac,Palawan,"11.315131","3.057194","34.718477","14.723727","16.621295","0.219725127030405","0.51701949","0.910136359","0.776415239","0.0","0","0","0","2571583","0.0",8.94223684216029,2.41607037695201,54.5143204923991,27.4376712150389,13.1356461108064,11.6360167666915
"2571584",Ramos,Balabac,Palawan,"11.315131","3.057194","34.718477","14.723727","16.621295","0.244401250101332","0.51701949","0.910136359","0.776415239","0.0","0","0","0","2571584","1.76559626190646e-13",11.3151309995472,3.05719399987765,68.9801319972394,34.7184769986105,16.6212949993348,14.7237269994107
"2571585",Ramos,Balabac,Palawan,"11.68551975","3.20909","35.32096075","14.880299","16.716513499999998","0.926803814803625","0.51701949","0.910136359","0.776415239","0.0","0","0","0","2571585","0.0518967672924589",46.742079,12.83636,283.029609,141.283843,66.866054,59.521196
"2571586",Salang,Balabac,Palawan,"12.796686","3.664778","37.128412","15.350015","17.002169","0.229337432211445","0.499181278","0.922168422","0.792529756","0.0","0","0","1","2571586","0.0",38.390058,10.994334,228.267639,111.385236,51.006507,46.050045
"2571587",Salang,Balabac,Palawan,,,,,,"0.156696730323376","0.499181278","0.922168422","0.792529756","0.0","0","0","0","2571587","0.0",0,0,0,0,0,0
"2571588",Salang,Balabac,Palawan,,,,,,"0.183311563636069","0.499181278","0.922168422","0.792529756","0.0","0","0","0","2571588","0.0",0,0,0,0,0,0
"2571589",Salang,Balabac,Palawan,"9.34515733333333","3.081726","30.6912993333333","11.841770333333336","14.753427","0.369906863527177","0.499181278","0.922168422","0.792529756","0.0","0","0","0","2571589","1.76559626190646e-13",28.035472,9.245178,185.765553,92.073898,44.260281,35.525311
"2571590",Salang,Balabac,Palawan,"7.619393","2.7902","27.472743","10.087648","13.629056000000002","1.252243864920831","0.499181278","0.922168422","0.792529756","0.0","0","0","0","2571590","0.0",60.955144,22.3216,438.70536,219.781944,109.032448,80.701184
"2571591",Poblacion VI,Balabac,Palawan,"11.5277439090909","3.964878181818183","39.7575116363636","16.68849709090909","19.905937818181823","3.203678272025926","0.498527408","0.92935431","0.837592599","0.0","0","0","0","2571591","1.76559626190646e-13",126.805183,43.61366,892.879225,437.332628,218.965316,183.573468
"2571592",Malaking Ilog,Balabac,Palawan,"16.217765","5.374492","54.499234","24.609516","27.438196","2.516216817251641","0.486446215","0.93525049","0.800725948","0.0","0","0","0","2571592","0.0",97.30659,32.246952,676.620246,326.995404,164.629176,147.657096
"2571593",Malaking Ilog,Balabac,Palawan,,,,,,"0.159202563998511","0.486446215","0.93525049","0.800725948","0.0","0","0","1","2571593","0.0",0,0,0,0,0,0
"2571594",Malaking Ilog,Balabac,Palawan,"2.489385","0.313478","7.892271","3.466698","3.927696","0.130493576132825","0.486446215","0.93525049","0.800725948","0.0","0","0","0","2571594","0.0",4.97877,0.626956,32.527958,15.784542,7.855392,6.933396
"2571595",Indalawan,Balabac,Palawan,,,,,,"0.128625802167538","0.472452326","0.938216441","0.794071427","0.0","0","0","0","2571595","0.0",0,0,0,0,0,0
"2571596",Indalawan,Balabac,Palawan,,,,,,"0.11149489508424","0.472452326","0.938216441","0.794071427","0.0","0","0","0","2571596","1.76559626190646e-13",0,0,0,0,0,0
"2571597",Indalawan,Balabac,Palawan,,,,,,"0.115999137610197","0.472452326","0.938216441","0.794071427","0.0","0","0","0","2571597","0.0",0,0,0,0,0,0
"2571598",Rabor,Balabac,Palawan,,,,,,"0.117233902109139","0.480262569","0.933982849","0.845035207","0.0","0","0","0","2571598","1.76387036135719e-13",0,0,0,0,0,0
"2571599",Pasig,Balabac,Palawan,,,,,,"0.113770515829432","0.488206637","0.932954894","0.81292982","0.0","0","0","0","2571599","0.0",0,0,0,0,0,0
"2571600",Melville,Balabac,Palawan,,,,,,"0.148761865138794","0.472949508","0.936346632","0.76028611","0.0","0","0","0","2571600","3.52946662326365e-13",0,0,0,0,0,0
"2571601",Melville,Balabac,Palawan,"3.929519","0.81865","11.256435","4.072783000000001","5.096095","0.250534207593623","0.472949508","0.936346632","0.76028611","0.0","0","0","0","2571601","0.0",31.436152,6.5492,184.851136,90.05148,40.76876,32.582264
"2571602",Melville,Balabac,Palawan,"3.929519","0.818650000000001","11.256435","4.072783000000001","5.096095000000002","1.27542300911637","0.472949508","0.936346632","0.76028611","0.0","0","0","0","2571602","0.348170686858923",110.026532,22.9222,646.978976,315.18018,142.69066,114.037924
"2571603",Melville,Balabac,Palawan,,,,,,"1.220728409511072","0.472949508","0.936346632","0.76028611","0.0","0","0","0","2571603","0.0174637099897371",0,0,0,0,0,0
"2572962",Ramos,Balabac,Palawan,"11.315131","3.057194","34.718477","14.723727","16.621295","2.576012164354324","0.51701949","0.910136359","0.776415239",,"0","0","0","2572962","0.0588178195266294",4.61120478657413,1.2458846129387,28.1111650282189,14.1486658285232,6.77360209643712,6.00029468669968
"2572963",Ramos,Balabac,Palawan,"11.315131","3.057194","34.718477","14.723727","16.621295","0.31549777008675","0.51701949","0.910136359","0.776415239","0.0","0","0","0","2572963","0.0145746824125404",22.630262,6.114388,137.960264,69.436954,33.24259,29.447454
"2572964",Ramos,Balabac,Palawan,"11.315131","3.057194","34.718477","14.723727","16.621295","0.216252559882766","0.51701949","0.910136359","0.776415239","0.0","0","0","0","2572964","0.0",11.3151309995472,3.05719399987765,68.9801319972394,34.7184769986105,16.6212949993348,14.7237269994107
"2572965",Ramos,Balabac,Palawan,"11.315131","3.057194","34.718477","14.723727","16.621295","0.204620212369922","0.51701949","0.910136359","0.776415239","0.0","0","0","0","2572965","1.76559626190646e-13",45.260524,12.228776,275.920528,138.873908,66.48518,58.894908
"2572966",Ramos,Balabac,Palawan,,,,,,"0.74688322360699","0.51701949","0.910136359","0.776415239","0.0","0","0","0","2572966","0.197010311585843",0,0,0,0,0,0
"2572967",Salang,Balabac,Palawan,"12.796686","3.664778","37.128412","15.350015","17.002169000000002","0.633191709344586","0.499181278","0.922168422","0.792529756","0.0","0","0","0","2572967","0.0700544654181686",17.5383652366939,5.02272346726338,104.283281481362,50.885959873865,23.3021463321047,21.0378038078555
"2572968",Salang,Balabac,Palawan,"12.796686","3.664778","37.128412","15.350015","17.002169","0.211966217999105","0.499181278","0.922168422","0.792529756","0.0","0","0","0","2572968","0.0",38.390058,10.994334,228.267639,111.385236,51.006507,46.050045
"2572969",Salang,Balabac,Palawan,"12.796686","3.664778","37.128412","15.350015","17.002169","0.192918450720068","0.499181278","0.922168422","0.792529756","0.0","0","0","0","2572969","1.76387036135719e-13",12.796686,3.664778,76.089213,37.128412,17.002169,15.350015
