ID,bg_id,barangay_name,city_name,province_name,region_name,RHU_Presence,Road_Presence,POI_Presence,buildability_landcov,Nearest_RHU,Distance_to_Nearest_RHU_km,drought_value,flood_probability_value,rain intensity_value,children_u,elderly_60,women_repr,womenmean,youthmean,all_popula
2726442,bg-39116,Boki,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,,2950371,243.02256769416937,0.544660505,0.621251121,0.770480076,0.342254481818181,0.079923572727273,0.858932136363635,1.632219318181819,0.715990290909089,0.567561595798184
2727820,bg-39117,Duhul Batu,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,,2950371,243.07475203819183,0.542619652,0.444599224,0.746378217,0.42186,0.071825,0.618243999999999,1.281036999999998,0.467320000000001,2.02628847360611
2727821,bg-39130,Sapa,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,,2950371,242.96204051497384,0.542619826,0.641394842,0.750640726,0.344526838709678,0.080018290322581,0.62777922580645,1.245364225806452,0.497784000000001,0.516234709790467
2727822,bg-39129,Lubbak Parang,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,1,,2950371,242.43509650987616,0.542922282,0.621251121,0.751325798,0.123478170940171,0.101060820512821,0.645461803418802,1.130544709401708,0.569377666666668,1.422897745104669
2727823,bg-39121,Mahalo,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,,2950371,241.91825268164112,0.543052851,0.603980647,0.751718044,0.320983467289719,0.072627112149533,0.783583233644859,1.500177345794393,0.651142775700933,0.518025046065733
2727824,bg-39119,Lupa Pula (Pob.),Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,,2950371,241.41157390166256,0.54318097,0.741492699,0.751919508,0.334217571428572,0.072589571428572,0.778108571428571,1.471347999999998,0.678959857142854,0.351728682565902
2727825,bg-39119,Lupa Pula (Pob.),Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,,2950371,241.0553614164084,0.54318097,0.741492699,0.751919508,0.080854,0.054631,0.29428,0.490953,0.210512,0.187291940216158
2729202,bg-39117,Duhul Batu,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,,2950371,242.1990437342181,0.542619652,0.444599224,0.746378217,0.42186,0.071825,0.618244,1.281036999999999,0.467320000000001,2.131957530975342
2729204,bg-39120,Guppah,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,,2950371,241.34498828676928,0.542869151,0.544457343,0.746729851,0.136626808988764,0.100259168539326,0.646222258426965,1.139807696629213,0.568050471910113,0.656628143723293
2729205,bg-39120,Guppah,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,,2950371,240.8201517720396,0.542869151,0.544457343,0.746729851,0.255485535353535,0.068980080808081,0.678081747474748,1.295242555555556,0.531235454545454,0.492112920545846
2729207,bg-39121,Mahalo,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,1,,2950371,239.78599055896476,0.543052851,0.603980647,0.751718044,0.080854,0.054631,0.29428,0.490953,0.210512000000001,0.39310945280259
2730584,bg-39117,Duhul Batu,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,,2950371,240.8926863147227,0.542619652,0.444599224,0.746378217,0.42186,0.071825,0.618243999999999,1.281036999999999,0.467320000000001,0.937893846205303
2730585,bg-39120,Guppah,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,,2950371,240.2612387972104,0.542869151,0.544457343,0.746729851,0.181518741116752,0.097288664974619,0.647878223350252,1.170170725888328,0.56199809137056,0.631171315479622
2730586,bg-39129,Lubbak Parang,Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,,2950371,239.8669387372188,0.542922282,0.621251121,0.751325798,0.140796133333333,0.0671688,0.514229666666667,0.965205933333333,0.3537366,0.658969553566612
2730588,bg-39119,Lupa Pula (Pob.),Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,,2950371,239.11209571386885,0.54318097,0.741492699,0.751919508,0.098017338709678,0.055847548387097,0.327055483870968,0.55736685483871,0.242245564516129,1.908758709681969
2730589,bg-39119,Lupa Pula (Pob.),Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,1,,2950371,238.22568850071528,0.54318097,0.741492699,0.751919508,0.080854,0.054631,0.29428,0.490953000000001,0.210512000000001,1.691848493986211
2797076,bg-39146,South Larap (Larap),Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,,2899307,121.940049682074,0.581308801,0.725135028,0.740190506,1.575239,0.464072,2.940479,5.877742,2.510473000000001,
2823333,bg-39146,South Larap (Larap),Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,97.62279899335103,0.581308801,0.725135028,0.740190506,1.34594,0.460453,3.506529,6.637611,1.806394000000001,0.915541656906643
2823336,bg-39148,Tongmageng,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,100.46572671967562,0.557588428,0.736762955,0.740515804,1.312775,0.26951,3.199345000000001,5.729262,2.695101000000001,0.857193293394866
2823338,bg-39151,Imam Sapie,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,103.43572522307258,0.546315533,0.004487573,0.740695477,0.717615,0.180886,2.60951,4.062531999999999,2.461241999999999,12.786761331558228
2823339,bg-39147,Sitangkai Poblacion,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,,2899307,103.98471422173812,0.546177445,0.749679962,0.740914583,0.717615,0.180886,2.60951,4.062531999999999,2.461241999999999,8.458830600435084
2824707,bg-39154,Sipangkot,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,89.13462895203804,0.559837217,0.627189341,0.762655735,2.687959,0.136618,3.500836,7.302232000000002,2.872394,6.790544496474042
2824713,bg-39152,North Larap,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,95.57852751741795,0.591232317,0.732213082,0.740030924,1.394642,0.3905,3.75358,6.024854,2.008285,2.372285786129179
2824714,bg-39146,South Larap (Larap),Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,96.27143315937327,0.581308801,0.725135028,0.740190506,1.394642,0.3905,3.75358,6.024854,2.008285,0.716709342244126
2824717,bg-39149,Tongusong,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,99.34008546502557,0.576255882,0.736168581,0.743593534,,,,,,0.363637784904337
2824718,bg-39153,Panglima Alari,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,100.4370456916422,0.553122292,0.7369642,0.74048537,,,,,,2.959902385491451
2824719,bg-39153,Panglima Alari,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,1,0,0.0,2899307,102.17511058032778,0.553122292,0.7369642,0.74048537,460.949147,52.789197,651.066763,1349.567296,568.440193,5.359615911891806
2826090,bg-39154,Sipangkot,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,89.06006353250265,0.559837217,0.627189341,0.762655735,2.687959000000004,0.136618,3.500835999999998,7.302232000000004,2.872393999999995,3.332835318612271
2826096,bg-39152,North Larap,Sitangkai,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,94.78461044728003,0.591232317,0.732213082,0.740030924,1.34594,0.460453,3.506529,6.637611,1.806394,0.767427926604082
2830234,bg-39256,Imam Hadji Mohammad,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,84.08159364205576,0.561634198,0.732987487,0.738394737,1.51067,0.156462,1.926105,4.089599999999999,1.116817,0.927274216878464
2830235,bg-39255,Hadji Taha,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,1,0.0,2899307,84.80365043083737,0.564963071,0.729348343,0.738417149,1.30439916470588,0.105411329411765,1.501881464705884,3.251230217647063,0.972233211764702,3.338807911732617
2830236,bg-39252,Datu Amilhamja Jaafar,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,1,0.0,2899307,85.4822467832694,0.577623725,0.729006573,0.738204122,0.470203383177571,0.096308775700935,0.997497897196256,1.943250205607473,0.680946962616819,4.870476529679516
2830237,bg-39258,Nunukan,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,86.20750933448066,0.589425894,0.711886088,0.738413352,5.6842341,1.3915579,12.550445,23.6725566,8.8458115,3.382016414403915
2830249,bg-39257,Ligayan,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,99.82895279249773,0.565411612,0.735421505,0.739490747,,,,,,0.87766183670177
2831616,bg-39261,Talisay,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,82.53531474183956,0.561253852,0.722514866,0.746191788,,,,,,0.308876789945493
2831617,bg-39261,Talisay,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,83.42097124143267,0.561253852,0.722514866,0.746191788,,,,,,0.972889067772042
2831618,bg-39253,Hadji Imam Bidin,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,84.32960582101232,0.583393566,0.725774384,0.738066673,0.174981,0.083116,0.748044,1.377976,0.557752,1.003171682679396
2831619,bg-39251,Ambulong Sapal,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,85.254514449801,0.577708944,0.722227754,0.738413352,1.700143904761904,0.560114547619048,3.49164014285714,6.668363976190474,2.454065380952382,2.640489422486744
2831620,bg-39258,Nunukan,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,86.10451944641876,0.589425894,0.711886088,0.738413352,6.312444,2.170795,14.338673,25.592532,12.253567,0.365665042374888
2831621,bg-39258,Nunukan,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,86.98253650507213,0.589425894,0.711886088,0.738413352,6.312444,2.170795,14.338673,25.592532,12.253567,0.264379465982081
2831622,bg-39258,Nunukan,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,87.92335565800089,0.589425894,0.711886088,0.738413352,,,,,,0.243662113816507
2831626,bg-39259,Sheik Makdum,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,92.2385713027932,0.570867225,0.744402473,0.738628745,0.470858,0.242786,1.400313,2.920793,1.115836,0.926849350404511
2831631,bg-39257,Ligayan,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,97.93450035775773,0.565411612,0.735421505,0.739490747,1.858571,0.318134,4.018532000000002,7.618466,3.248313,1.082306358027341
2832998,bg-39255,Hadji Taha,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,82.06239381465748,0.564963071,0.729348343,0.738417149,,,,,,0.844343811996055
2833000,bg-39258,Nunukan,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,83.61690239254358,0.589425894,0.711886088,0.738413352,,,,,,0.812137576287443
2833001,bg-39253,Hadji Imam Bidin,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,84.5717254069605,0.583393566,0.725774384,0.738066673,,,,,,0.521055465624651
2833006,bg-39265,Tongsibalo,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,89.64923147597722,0.588181157,0.740538637,0.73847035,,,,,,0.248810019572719
2833008,bg-39262,Tandu Banak,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,91.80922651495597,0.567926068,0.741074526,0.73867166,0.470858,0.242786,1.400313,2.920793,1.115836,0.49083991246901
2833010,bg-39264,Tongehat,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,94.03586924604305,0.560794268,0.730779596,0.739090375,,,,,,0.682668602295059
2833011,bg-39264,Tongehat,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,95.26668244295725,0.560794268,0.730779596,0.739090375,3.751465666666666,1.251987666666666,8.950175555555553,16.57433922222223,6.249016888888888,1.558075197377996
2833012,bg-39266,Ungus-ungus,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,96.53402954694579,0.56648071,0.738681289,0.739288807,4.831974676470588,0.905493470588235,8.87589923529412,17.799064588235304,6.224466235294116,5.03801357034427
2834383,bg-39253,Hadji Imam Bidin,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,83.16284850267543,0.583393566,0.725774384,0.738066673,,,,,,0.931157182244694
2834384,bg-39253,Hadji Imam Bidin,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,1,0.0,2899307,84.00543630930858,0.583393566,0.725774384,0.738066673,6.312444,2.170795,14.338673,25.592531999999995,12.253567,0.221390082154064
2834385,bg-39253,Hadji Imam Bidin,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,84.92146839994184,0.583393566,0.725774384,0.738066673,6.312444,2.170795,14.338673,25.592531999999995,12.253567,0.133385609194036
2834389,bg-39265,Tongsibalo,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,89.10144225659587,0.588181157,0.740538637,0.73847035,,,,,,0.348032835254566
2834390,bg-39262,Tandu Banak,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,1,0.0,2899307,90.20519654552305,0.567926068,0.741074526,0.73867166,0.793612781250002,0.2277700625,1.89349263541667,3.839822406250003,1.530173552083334,2.158582970938262
2834391,bg-39263,Taungoh,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,1,0.0,2899307,91.40976687350103,0.563480226,0.748747487,0.73886764,0.559096223214287,0.217177473214285,1.982845392857144,3.826454080357141,1.641323482142857,1.622583044516413
2834392,bg-39263,Taungoh,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,1,0.0,2899307,92.66288731548104,0.563480226,0.748747487,0.73886764,0.711899,0.172831,2.991620999999998,5.394793999999998,2.551314000000001,1.172620017541928
2834393,bg-39264,Tongehat,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,93.89676187898067,0.560794268,0.730779596,0.739090375,5.081660333333334,1.514197666666667,13.346583666666668,23.74570155555556,9.556518,3.998463307108198
2835766,bg-39253,Hadji Imam Bidin,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,83.98217855917379,0.583393566,0.725774384,0.738066673,6.312444,2.170795,14.338673,25.592532,12.253567,0.621663331985474
2835767,bg-39253,Hadji Imam Bidin,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,84.85290953805696,0.583393566,0.725774384,0.738066673,,,,,,0.369213065453644
2835768,bg-39253,Hadji Imam Bidin,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,85.6936185579202,0.583393566,0.725774384,0.738066673,,,,,,0.273358487666158
2835769,bg-39258,Nunukan,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,86.6553340535478,0.589425894,0.711886088,0.738413352,,,,,,0.333216674487043
2835770,bg-39253,Hadji Imam Bidin,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,87.71244641787735,0.583393566,0.725774384,0.738066673,,,,,,0.553921561913202
2835771,bg-39265,Tongsibalo,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,88.84216377914174,0.588181157,0.740538637,0.73847035,3.789953194444444,0.769245166666667,6.920041833333332,14.280343694444424,5.541301777777774,2.871817037463188
2835772,bg-39259,Sheik Makdum,Sibutu,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,,2899307,90.28112750210192,0.570867225,0.744402473,0.738628745,0.470858,0.242786,1.400313,2.920793000000002,1.115836,6.036515712738038
2860626,bg-39101,Sanga-sanga,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,46.60597166454134,0.656708536,0.740857969,0.730858445,0.826995358974359,0.211471974358974,1.208994153846154,2.556052615384615,0.771862794871795,3.339459348469973
2860627,bg-39096,Pahut,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,47.24484847142641,0.669592203,0.687259486,0.730831861,0.283066379310346,0.076359465517241,0.591589189655172,1.105096879310344,0.452117275862068,4.67125012510914
2860628,bg-39099,Pasiagan,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,48.55389528025795,0.669106878,0.004418948,0.730553246,0.878016120370369,0.239648962962963,1.904684092592595,3.592158342592596,1.413397129629628,3.326414368986114
2860629,bg-39099,Pasiagan,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,49.137141788666646,0.669106878,0.004418948,0.730553246,0.944357653846154,0.221815538461539,2.297891423076924,4.370745230769229,1.404206384615385,6.375471688807012
2862007,bg-39084,Lakit Lakit,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,,2899307,44.27266148684603,0.63786416,0.730913634,0.730878496,1.121178333333333,0.307431,2.207392333333333,4.094866333333333,1.563137,0.904406433975374
2862008,bg-39101,Sanga-sanga,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,45.317391950934926,0.656708536,0.740857969,0.730858445,0.920130999999999,0.236733,1.331063,2.827393,0.839731,1.030126964186763
2862009,bg-39101,Sanga-sanga,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,1,0.0,2899307,46.28241641564368,0.656708536,0.740857969,0.730858445,0.276288607547169,0.051859347169812,0.478941396226419,0.937608324528301,0.376888328301888,1.795234993691909
2862010,bg-39096,Pahut,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,47.287882360440925,0.669592203,0.687259486,0.730831861,1.704228973821988,0.31634057591623,2.644474183246069,5.347509921465986,2.169621748691099,6.649770581249624
2862011,bg-39099,Pasiagan,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,1,1,0.0,2899307,48.140585407150816,0.669106878,0.004418948,0.730553246,0.946075220930233,0.223208139534884,2.289791058139537,4.354381953488369,1.412329976744186,4.339100605390203
2863387,bg-39084,Lakit Lakit,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,,2899307,41.79074186842617,0.63786416,0.730913634,0.730878496,1.221702,0.34278,2.645557,4.728603,1.92484,1.356857537229856
2863388,bg-39084,Lakit Lakit,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,42.82624227997689,0.63786416,0.730913634,0.730878496,1.221702,0.34278,2.645556999999998,4.728602999999998,1.924840000000001,0.843042360939856
2863389,bg-39084,Lakit Lakit,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,43.74324462453934,0.63786416,0.730913634,0.730878496,1.078404977777777,0.290758644444444,2.048619955555555,3.858561644444443,1.431318511111112,0.846366474525534
2863391,bg-39110,Nalil,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,45.80599053546004,0.66657389,0.724954892,0.730510235,2.887241732673274,0.569603000000001,4.63824607920793,8.664259861386158,3.153550069306931,12.941941909833783
2863392,bg-39114,Tubig-Boh,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,1,1,0.0,2899307,46.55112525453761,0.655776659,0.696626141,0.730427861,1.000134137226282,0.215745877372263,1.913944741605854,3.578612677372223,1.495352940145988,20.34278986445147
2863393,bg-39103,Simandagit,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,1,0.0,2899307,47.33998126400486,0.655458604,0.728291026,0.730427861,0.726213999999999,0.164999000000001,1.429631999999998,2.753968999999996,1.044272000000004,21.11427504675729
2864769,bg-39091,Mandulan,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,40.40466094474899,0.644217188,0.738631629,0.730788072,6.008591,1.132885,6.022932,13.436874,3.283932,0.853061972971422
2864771,bg-39087,Lato Lato,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,42.09444792006308,0.635512087,0.589415033,0.730534196,1.472451076923077,0.372016,3.286579384615385,5.868461461538462,2.468339615384615,0.616603170383708
2864772,bg-39098,Paniongan,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,42.99026966849789,0.654231274,0.617122558,0.730448604,0.804756,0.122759,2.07327,3.600942000000003,1.418553,0.712947584742265
2864773,bg-39083,Karungdong,Bongao,Tawi-Tawi,Autonomous Region In Muslim Mindanao (ARMM),0,0,0,0.0,2899307,44.01240349935008,0.645628993,0.641895374,0.730615616,2.926499666666666,0.69849575,6.497185916666666,12.579290500000004,4.563914291666668,3.062013372246708
